text,rating,sentiment,clean_text
"barang ok , layanan ok trims",5,Positif,layanan trims
bagus ................,5,Positif,bagus
Pengiriman cepat tp blm dicoba,5,Positif,cepat blm dicoba
"barang sesuai pesanan,kemasan rapih",4,Positif,sesuai pesanan kemasan rapih
"Udah order ke sekian di toko ini, respon cepet dan pengiriman cepet. Mantap!",5,Positif,sekian respon cepat cepat bagus
"Tq....barang dah sampe, sesuai dgn pesanan....",5,Positif,tq dah sampe sesuai pesanan
"barang udah diterima dg selamat, mantap barangnya :)",5,Positif,diterima dg selamat bagus barangnya
"Oke gan mantap, semuanya berfungsi dengan baik.",5,Positif,gan bagus berfungsi
Keren keren keren dan keren keren keren,5,Positif,keren keren keren keren keren keren
...........................top,5,Positif,top
barang bermutu dan pelayanan yahud,5,Positif,bermutu pelayanan yahud
"Barang Bagus, mudah dipasang, dan cocok untuk sepatu pria",5,Positif,bagus mudah dipasang cocok sepatu pria
Sznya lebih gede dikit. Tp gapapa deh soalnya kakiku lebar. Empuk. Udah langganan produk ini dr 3 th lalu 😂.,5,Positif,sznya gede gapapa deh kakiku lebar empuk langganan dr th
"Saya beri 4 bintang, karna talinya sedikit kotor. Selebihnya mantap",4,Positif,bintang karna talinya kotor selebihnya bagus
Barang sudah diterima dg baik. Terimakasih,5,Positif,diterima dg terimakasih
"keren, barang cepat tepat murah",5,Positif,keren cepat murah
"Barang cepat sampai,packaging rapi, recomended seller deh..",5,Positif,cepat packaging rapi rekomendasi deh
Barang sesuai deskripsi dan cepat dikirimnya..thanks gan,5,Positif,sesuai deskripsi cepat dikirimnya terima kasih gan
"Installasi standard dan mudah, tp kemampuan menembus lantai 2, biasa saja.",5,Positif,installasi standard mudah kemampuan menembus lantai
"sip gan barang sesuai dengan deskripsi, controlnya enak banget, thanks gan",5,Positif,bagus gan sesuai deskripsi controlnya enak banget terima kasih gan
sezuai pesanan hanya aga lama prngiriman biasa 1 hara sampe,5,Positif,sezuai pesanan aga prngiriman hara sampe
Thanks gan barangnya okeeeee..........,4,Positif,terima kasih gan barangnya okee
"Barang OK, Cepet sampai, dan aman.. Di tunggu next order nya boss",5,Positif,cepat aman tunggu next nya boss
Brg sesuai deskripsi. Thanks ya!,5,Positif,sesuai deskripsi terima kasih ya
"respon cepat, packing super aman. sip pokoknya",5,Positif,respon cepat kemasan super aman bagus pokoknya
"Produk sdh diterima, original, nyaman dipakai.. 👍",5,Positif,diterima asli nyaman dipakai
Transaksi gampang.  Pengiriman cepat.,5,Positif,transaksi gampang cepat
Barang sdh diterima mudah 2 an bisa berfungsi bagus dan awet. Trims,5,Positif,diterima mudah an berfungsi bagus awet trims
"Pokoknya mantap,  cepat terkirim",5,Positif,pokoknya bagus cepat terkirim
respon cepat &amp; barangnya sesuai,5,Positif,respon cepat amp barangnya sesuai
"barang sesuai ,  respon cepat , dan barang mulus , puas pokoknya :)",5,Positif,sesuai respon cepat mulus puas pokoknya
"Recommended seller! Respond seller juga cepat, barang dikirim sangat rapi, dengan bubble wrap 2 lapis dan hard box dan dilapis bubble wrap lagi. Tbh, barang lebih bagus aslinya dari pada di gambar. Thanks!",5,Positif,recommended respond cepat dikirim rapi bubble wrap lapis hard box dilapis bubble wrap tbh bagus aslinya gambar terima kasih
brg udah dtg thx...................,5,Positif,dtg terima kasih
"Barang telah diterima dengan baik, include nota + kartu nama. Sukses untuk tokonya",5,Positif,diterima include nota kartu nama sukses tokonya
lumayannnnnnnnnnnnnnnnnnnnn,4,Positif,lumayann
"Bagus, lumayan lah dapet harga murah",4,Positif,bagus lumayan dapet harga murah
"proses cepat, produk sesuai dengan gambar",5,Positif,proses cepat sesuai gambar
Barang Mantab gaaannnn......thanks,4,Positif,mantab gaann terima kasih
Barang sudah sampai gan,5,Positif,gan
pembelian yg ke dua x... tetep oke... responsif.. maaf baru verivikasi. internet kantor mati td.. trimz y gan...,5,Positif,pembelian tetep responsif maaf verivikasi internet kantor mati td trimz gan
Packing aman dan rapi... 👍👍,5,Positif,kemasan aman rapi
sesuai dengan gambar dan diterima dengan baik,5,Positif,sesuai gambar diterima
"Gak nyesel bli di sini.. sempet galau ama ukuran sepatunya, tp ternyata pas berkat saran si admin.. 😍",5,Positif,nyesel bli sempet galau ama ukuran sepatunya pas berkat saran si
Kurang bagus.  Kaya bekas. Udah jelek.  Tp isi full,5,Positif,bagus kaya bekas jelek isi full
Seller fast respon...produk sudah diterima buat stok. Thanks,5,Positif,fast respon diterima stok terima kasih
Mmmmaaaannntttaapppp ggannn,5,Positif,mmaannttaapp ggann
Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,5,Positif,okk
Barqng sesuai pesanan...mantap dah...,5,Positif,barqng sesuai pesanan bagus dah
Brng sesuai pesanan.. Packing rapi dan aman pengiriman cepat... Sesuai hrg... Semoga sukses terus ya,4,Positif,brng sesuai pesanan kemasan rapi aman cepat sesuai hrg semoga sukses ya
Barang yang dikirimkan sesuai gambar dan kondisi cukup baik,5,Positif,dikirimkan sesuai gambar kondisi
Terimakasihhhh...👍👍👍👍👍,5,Positif,terimakasihh
Tinta Epson T774 black sudah mendarat dengan selamat gan sesuai deskripsi..thanks.. Recomended seller lah pokoknya..,5,Positif,tinta epson black mendarat selamat gan sesuai deskripsi terima kasih rekomendasi pokoknya
"produk bgus, ! tolong perbaiki proses pengiriman, jangan nunggu sore,!",4,Positif,bgus tolong perbaiki proses nunggu sore
"Fast respond , recommended seller",4,Positif,fast respond recommended
Okkkkeee.................... Sipz..........,5,Positif,okkee sipz
"ini pembelian ke 2 saya,,,barang ori..sudah pasti ..diskonnya lumayan,pengiriman cepat bgt..1 hari nympe..padahal free ongkir..trus dpt bonus goodybag",5,Positif,pembelian asli diskonnya lumayan cepat banget nympe free ongkos kirim trus bonus goodybag
Awesome!!! Thank yoooouu.... ^^,5,Positif,awesome thank yoouu
"Sepatunya bagus, pas d kaki anak saya",5,Positif,sepatunya bagus pas kaki anak
ok gannnn manntappp gannnn,5,Positif,gann manntapp gann
Barang sudah sampai dengan selamat. Ga nyangka bakalan cepet nyampenya. Kualitas bola bagus. Recommended +++,5,Positif,selamat nyangka cepat nyampenya kualitas bola bagus recommended
Barang pesanan sudah sampai...sesuai pesanan...good 4 recommend...trmksh,5,Positif,pesanan sesuai pesanan good recommend trmksh
Okokokokookomokokvvfzgahbsbsbsnnznznz,5,Positif,okokokokookomokokvvfzgahbsbsbsnnznznz
"Barang bagus, sesuai sama gambarnya 😊😊",5,Positif,bagus sesuai gambarnya
barang telah di terima dan sesuai dengan kualitas..ok,5,Positif,terima sesuai kualitas
Respon cepat. Pengiriman tepat waktu. Reccomended seller 👍,5,Positif,respon cepat reccomended
terima kasih barabg sudah diterima,4,Positif,terima kasih barabg diterima
"Barang bagus, cepat sampai, recommended!",5,Positif,bagus cepat recommended
Good product recoommended...,5,Positif,good product recoommended
"Pengiriman super cepat, packing bagus, barang sesuai gambar.",5,Positif,super cepat kemasan bagus sesuai gambar
"Barang bagus, respon cepat, tks",5,Positif,bagus respon cepat tks
Barang bagus respon penjual cepat,5,Positif,bagus respon penjual cepat
"Pengiriman cepat, packing rapih. Produk bagus. Terima kasih.",4,Positif,cepat kemasan rapih bagus terima kasih
"kereeen ,pas di hari father days ngirim nya yg nerima juga ayah ,niat nya mau make sendiri jd ya sudahlah ,hahaha",5,Positif,kereen pas father days ngirim nya nerima ayah niat nya make jd ya hahaha
"Cepat,barang bagus sesuai pesanan,packing rapi.. ahh seneng dehhh",5,Positif,cepat bagus sesuai pesanan kemasan rapi ahh seneng dehh
tengkyu boss pesanan ya dah sampai..,5,Positif,tengkyu boss pesanan ya dah
Bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb,4,Positif,bb
thanks barang sudah datang,5,Positif,terima kasih
Mantap pengiriman cepat..sesuai yg diharapkan...thkns.,5,Positif,bagus cepat sesuai diharapkan thkns
Kualitas bahan emang bener bagus. Mantap lah,5,Positif,kualitas bahan emang bagus bagus
"Bagus, pengiriman cepat, thanks",5,Positif,bagus cepat terima kasih
barang baru sampe dan memuaskan,5,Positif,sampe memuaskan
pemesanan di proses secepat kilat,5,Positif,pemesanan proses secepat kilat
"fast response, bagus, packingnya rapi.",5,Positif,fast response bagus packingnya rapi
"Fast respon..
Packing rapi..
Barang sesuai ekspektasi.
Recomended seller..",5,Positif,fast respon kemasan rapi sesuai ekspektasi rekomendasi
"Respon seler cepat Tanggap,...  Barang mendarat dengan selamat , belum di tes ,...  Semoga nyala,...  Thanks",5,Positif,respon seler cepat tanggap mendarat selamat tes semoga nyala terima kasih
"Fast respon, good quality. thanks",4,Positif,fast respon good quality terima kasih
Rekomended..size oke la...,5,Positif,rekomended size la
Produk dapat berfungsi sesuai deskripsi semoga awet,4,Positif,berfungsi sesuai deskripsi semoga awet
Barang sesuai dg foto &amp; deskripsi. Packing rapi. Recommended seller!,5,Positif,sesuai dg foto amp deskripsi kemasan rapi recommended
nice................,4,Positif,nice
Mantap gan mudah2an awet,5,Positif,bagus gan mudah an awet
brang udh nympe dgn slamat......,4,Positif,brang udh nympe slamat
"Good quality, warna ga norak. Keren deeh",5,Positif,good quality warna norak keren deeh
brg udah nyampek...mg2 tdk ada kendala...mksh..,5,Positif,nyampek mg kendala mksh
"Gojek nya baik sekali... 
terimakasih pelayanannya sangat cepat",5,Positif,gojek nya terimakasih pelayanannya cepat
"barang sudah sampai, sesuai dengan pesanan.. thx",5,Positif,sesuai pesanan terima kasih
Sudah diterima.. Lupa kasih ulasan.,4,Positif,diterima lupa kasih ulasan
"Terimakasih bos, barangnya sdh sampai. Bahan bagus barang bagus.",5,Positif,terimakasih bos barangnya bahan bagus bagus
Terimakasih barang sudah diterima dg baik.....,5,Positif,terimakasih diterima dg
biarkan bintang yang bicara,5,Positif,biarkan bintang bicara
"barangnya lucu
respon penjual juga oke
pengiriman cepet",5,Positif,barangnya lucu respon penjual cepat
"sip mantap cepat , memuas kan binggo",4,Positif,bagus bagus cepat memuas binggo
"Keren nih seler,,,, gila bgt sumpah fast respon, barang cepet nyampe, langsung cooollloookkkk",5,Positif,keren nih seler gila banget sumpah fast respon cepat nyampe langsung coollookk
"Rating bintang 5 sangat puas, dapet waktu flash sale, harga terjangkau kualitas mantap, cuma usul, lain kali packingnya pake bubble wrap supaya lbh aman, overall good service, good quality...",5,Positif,rating bintang puas dapet flash sale harga terjangkau kualitas bagus usul kali packingnya pakai bubble wrap lbh aman overall good service good quality
Barang sampai dengan selamat dan memuaskan !!,5,Positif,selamat memuaskan
Produk baru berfungsi dengan baik untuk saat ini&#39; mudah2an awet amiinn.. Thanks,5,Positif,berfungsi mudah an awet amiinn terima kasih
Barang dah sampe dengan selamat..makasih,5,Positif,dah sampe selamat terima kasih
"Barang Sudah Diterima Dengan Baik,Pengiriman Cepat..Kualitas Barang Bintang 5",5,Positif,diterima cepat kualitas bintang
Product baik sudah dicoba ternyata benar benar membantu mendapat posisi squat optimal untuk BAB. Cuman pengiriman agak terlalu lama oleh seller. 3 hari setelah pesan baru dikirim.,5,Positif,product dicoba membantu posisi squat optimal bab cuman dikirim
"Bagus, datang sesuai pesanan",5,Positif,bagus sesuai pesanan
barang bagus recomended,5,Positif,bagus rekomendasi
Mantappp. Recommended seller!,5,Positif,mantapp recommended
"Barang mantabh , work great with firstmedia",5,Positif,mantabh work great with firstmedia
"Jamnya bagus, keren trims.",5,Positif,jamnya bagus keren trims
"Pengiriman sangat cepat, sesuai iklan",5,Positif,cepat sesuai iklan
"Barang sesuai order , fast respons. Thx",5,Positif,sesuai fast respons terima kasih
Barangnya persis kaya gambar,5,Positif,barangnya persis kaya gambar
"Barang udh sampe,bagus....mksh...",4,Positif,udh sampe bagus mksh
"baru d coba., semoga lancar &amp; a
wet bos...",4,Positif,coba semoga lancar amp wet bos
"Walaupun telat memberi ulasan tapi barang Good, pengiriman cepat, respon baik..",5,Positif,telat ulasan good cepat respon
"Barang sesuai pesanan, pengiriman cepat",5,Positif,sesuai pesanan cepat
Barang ori 100%........,5,Positif,asli
"packing rapi,  sesuai dengan pesanan",4,Positif,kemasan rapi sesuai pesanan
Mantap Barang cepat sampai...,5,Positif,bagus cepat
"packing rapi, pejualnya ramah..",5,Positif,kemasan rapi pejualnya ramah
"Tas bagus sekali, respon kirim super cepat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",5,Positif,tas bagus respon super cepat
"Respon cepat, packing rapi, kiriman cepat",5,Positif,respon cepat kemasan rapi kiriman cepat
terimakasih yah..barangnya sesuai yang diinginkan.,5,Positif,terimakasih yah barangnya sesuai
Barang sudah di terima gan... thankssss....,5,Positif,terima gan thankss
"dipakai bisa cuma lampunya terlihat redup, tp fungsi oke",5,Positif,dipakai lampunya redup fungsi
maakasih gan produk udh sampai,5,Positif,maakasih gan udh
Mantaaaaaaap..............................................,5,Positif,mantaap
Barang berkualitas sesuai dengan harga barang,5,Positif,berkualitas sesuai harga
"Baru nyampe gan, portnya nyala semua, tks",5,Positif,nyampe gan portnya nyala tks
Barang kami terima dengan baik sesuai pesanan dan waktu pengiriman sangat cepat,5,Positif,terima sesuai pesanan cepat
Terima kasih..............,5,Positif,terima kasih
"Harga sesuai dengan build quality barang. On/off otomatis punya kelebihan dan kekurangan; lebihnya simpel dan mudah digunakan, terasa seperti mouse mahal; kurangnya lebih cepat menguras daya baterai.
Overall bagus.",4,Positif,harga sesuai build quality on off otomatis kelebihan kekurangan lebihnya simpel mudah mouse mahal kurangnya cepat menguras daya baterai overall bagus
barang sudah diterima... thankksss (pnd8.6),4,Positif,diterima thankkss pnd
packing rapiii bangeett barang ok smua thanks,5,Positif,kemasan rapii bangeett smua terima kasih
Lumayan buat Anak sekolah sehari hari good lah pokok nya,4,Positif,lumayan anak sekolah sehari good pokok nya
Pesanan cepat sampai dan... barang bagus.... terima kasih,5,Positif,pesanan cepat bagus terima kasih
"Barang udah nyampek, mantap gan",5,Positif,nyampek bagus gan
"Design nya bagus dan kualitas juga bagus, sayang kekecilan ukurannya. Padahal 36 tapi sepertinya dibuat lebih kecil jadi gak kepake.",4,Positif,design nya bagus kualitas bagus sayang kekecilan ukurannya kepake
Kiriman sesuai yang d foto..MANTAAP,5,Positif,kiriman sesuai foto mantaap
Kualitas bagus bahan tebal dan berkualitas,5,Positif,kualitas bagus bahan tebal berkualitas
"Mantap, barang mendarat dengan aman",5,Positif,bagus mendarat aman
"Seller fast respon, pengiriman cepat. Kualitas barang sepertinya Original tapi belum ditest. Smoga awet. Good luck seller",4,Positif,fast respon cepat kualitas asli ditest smoga awet good luck
Mantap x lh pelayananny,5,Positif,bagus lh pelayananny
okay mba terima kasih sekali sudah berkali kali order disini tetap konsisten,5,Positif,okay mba terima kasih berkali kali konsisten
Kabel cat6 murah. Cepat pengirimannya,5,Positif,kabel cat murah cepat pengirimannya
"Respon cepat, barang sesuai deskripsi...",5,Positif,respon cepat sesuai deskripsi
Sepatunya bagus enak nyaman di kaki juga penjualnya sabar dengan pertanyaan2 saya. Terima kasih. Sukses gan,5,Positif,sepatunya bagus enak nyaman kaki penjualnya sabar terima kasih sukses gan
"Barang bagus, pengirima cepat, recommended seller",5,Positif,bagus pengirima cepat recommended
thanx ya..... sukses selalu.....,5,Positif,thanx ya sukses
mantulllllll kerennnnnnnnnnn,5,Positif,mantull kerenn
Sesuai deskripsi dan pengiriman cepat,5,Positif,sesuai deskripsi cepat
"Recommended banget, produk dikemas dengan rapi..",5,Positif,recommended banget dikemas rapi
Produknya sudah sampai dengan selamat. Packaging-nya aesthetic banget plus ada personal message-nya juga. Sukaaa 😍,5,Positif,produknya selamat packaging nya aesthetic banget plus personal message nya sukaa
"Barang sesuai dan bagus, dan fastrespon",5,Positif,sesuai bagus fastrespon
Tidak sesuai ....supercopy,4,Positif,sesuai supercopy
barang sesuai deskripsi semoga awet,5,Positif,sesuai deskripsi semoga awet
sepatu lumayan ... harga termurah dengan tipe kw yg sama.. layak u dibeli,4,Positif,sepatu lumayan harga termurah tipe kw layak dibeli
proses cepat dan barang sesuai deskripsi,5,Positif,proses cepat sesuai deskripsi
Terima kasih gan barang udah sampe...,4,Positif,terima kasih gan sampe
"Nice, useful in my jobs&#39;s activities. Thank you vey much",5,Positif,nice useful in my jobs activities thank you vey much
"Sukaa, barangnya sesuai harapan walaupun karna kaki nya enteng bgt jd agak oleng kalo hpnya dikesampingin, pengiriman cepat, packing rapih.",4,Positif,sukaa barangnya sesuai harapan karna kaki nya enteng banget jd oleng hpnya dikesampingin cepat kemasan rapih
"barang sudah sampai,terima kasih banget",5,Positif,terima kasih banget
